transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
5260,50,673,8/18/2017,0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,35707
10316,70,673,10/29/2017,1,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,36668
16817,31,673,7/2/2017,0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,35052
6507,20,674,9/6/2017,1,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303
8912,56,674,8/30/2017,0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707
12306,13,674,7/16/2017,0,Approved,Solex,Standard,medium,medium,1163.89,589.27,42560
13055,82,674,3/25/2017,0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226
13570,44,674,3/12/2017,1,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672
13784,90,674,7/31/2017,0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482
2074,12,675,12/30/2017,1,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,40303
6852,33,675,11/6/2017,1,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,37698
12638,16,675,9/22/2017,0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,35160
156,14,676,8/22/2017,1,Approved,Solex,Standard,high,large,1842.92,1105.75,37873
1927,0,676,7/1/2017,1,Approved,Solex,Road,medium,medium,416.98,312.74,39526
2478,0,676,7/27/2017,1,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,42710
4785,89,676,11/27/2017,1,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,39526
9503,49,676,2/25/2017,0,Approved,Solex,Standard,medium,large,1061.56,733.58,34170
13581,49,676,6/7/2017,0,Approved,Solex,Standard,medium,large,1061.56,733.58,40487
1338,98,677,10/20/2017,0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002
2143,82,677,8/8/2017,1,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226
9373,80,677,6/26/2017,0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,35455
9866,66,677,1/12/2017,1,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487
17713,49,677,4/10/2017,1,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064
120,0,678,6/16/2017,0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42105
3048,4,678,3/22/2017,0,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146
13712,0,678,9/27/2017,0,Approved,Solex,Standard,medium,medium,100.35,75.26,36367
733,50,679,5/12/2017,1,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668
2442,75,679,10/29/2017,0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859
5830,50,679,2/6/2017,1,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668
7172,23,679,9/10/2017,1,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244
9295,92,679,8/26/2017,1,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37626
11310,62,679,10/27/2017,0,Approved,Solex,Standard,medium,medium,478.16,298.72,34143
11537,46,679,7/13/2017,0,Approved,Solex,Standard,low,medium,1289.85,74.51,39427
13072,71,679,2/15/2017,1,Approved,Solex,Standard,high,large,1842.92,1105.75,34996
13602,56,679,5/1/2017,1,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707
18216,50,679,4/21/2017,1,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668
1944,23,680,4/30/2017,1,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36367
6064,50,680,9/15/2017,1,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,35052
14207,74,680,4/27/2017,1,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,39915
17480,63,680,12/16/2017,0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,36334
230,86,681,12/23/2017,1,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,41434
1395,42,681,1/17/2017,1,Approved,OHM Cycles,Road,medium,small,1810,1610.9,37668
3282,66,681,7/16/2017,1,Approved,Giant Bicycles,Road,low,small,590.26,525.33,37499
7180,95,681,7/31/2017,0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37539
12006,69,681,3/8/2017,0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,41922
16647,57,681,1/20/2017,1,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,36146
540,40,682,9/2/2017,1,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,34071
1847,12,682,12/10/2017,1,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,37838
4494,3,682,7/15/2017,0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,40649
5486,84,682,5/25/2017,0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,34079
8599,19,682,11/2/2017,0,Approved,OHM Cycles,Road,high,large,12.01,7.21,40670
8871,37,682,4/5/2017,1,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36498
10965,1,682,7/30/2017,1,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41167
429,84,683,12/15/2017,0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339
511,24,683,7/4/2017,1,Approved,Solex,Road,medium,large,1777.8,820.78,33552
3001,16,683,3/19/2017,1,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,41345
12445,14,683,1/21/2017,0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,34165
12685,27,683,3/1/2017,0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,42696
2833,95,684,2/11/2017,0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874
6397,27,684,3/7/2017,1,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334
7433,31,684,10/20/2017,0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031
8646,12,684,3/11/2017,0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216
8715,6,684,9/26/2017,0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37659
9217,58,684,11/18/2017,1,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295
9894,90,684,11/3/2017,1,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482
11917,60,684,5/3/2017,1,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779
1142,100,685,9/19/2017,0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364
3535,3,685,7/4/2017,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167
5247,65,685,9/19/2017,0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145
6263,16,685,7/13/2017,1,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586
9332,66,685,9/9/2017,1,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487
16292,83,685,6/12/2017,0,Approved,Solex,Touring,medium,large,2083.94,675.03,41533
1051,62,686,6/26/2017,1,Approved,Solex,Standard,high,medium,1024.66,614.8,42404
1814,9,686,11/23/2017,0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,34527
2245,41,686,9/11/2017,0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,41345
4978,17,686,1/23/2017,0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,36367
10632,0,686,8/9/2017,1,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,42696
8335,0,687,3/23/2017,0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,38193
9471,84,687,12/22/2017,1,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,38859
9515,0,687,8/21/2017,1,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,35455
10047,0,687,1/10/2017,1,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,36668
14555,0,687,12/20/2017,1,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165
19344,22,687,11/28/2017,1,Approved,Solex,Standard,medium,medium,575.27,431.45,42404
10032,15,688,8/12/2017,0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915
12706,35,688,3/5/2017,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688
13963,90,688,2/27/2017,0,Approved,Solex,Standard,low,medium,945.04,507.58,35052
14169,25,688,10/10/2017,1,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009
997,59,689,9/19/2017,0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,33364
8149,0,689,12/18/2017,0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,36668
15624,28,689,3/18/2017,0,Approved,Solex,Road,medium,small,1703.52,1516.13,40649
1198,84,690,8/8/2017,0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,42218
1229,75,690,1/25/2017,1,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,35455
8443,56,690,9/22/2017,0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707
10594,61,690,10/27/2017,0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,41047
18171,3,690,7/4/2017,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167
8384,3,691,2/10/2017,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167
10534,84,691,4/13/2017,0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38206
13097,3,691,6/11/2017,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38573
13637,17,691,11/13/2017,0,Approved,Solex,Standard,high,medium,1024.66,614.8,41345
16142,94,691,10/23/2017,0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,38002
18992,70,691,11/21/2017,0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,40553
19105,64,691,2/6/2017,0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,40410
19593,9,691,7/29/2017,0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,38693
3329,26,692,9/2/2017,1,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115
4993,72,692,1/15/2017,1,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710
5285,81,692,8/27/2017,0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429
5553,19,692,11/10/2017,0,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880
6963,54,692,10/26/2017,1,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915
7214,17,692,6/9/2017,0,Approved,Solex,Standard,high,medium,1024.66,614.8,35378
14332,18,692,6/29/2017,1,Approved,Solex,Standard,medium,medium,575.27,431.45,41345
17166,44,692,3/17/2017,1,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672
17458,18,692,5/8/2017,0,Approved,Solex,Standard,medium,medium,575.27,431.45,41345
521,92,693,2/18/2017,0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,38002
679,74,693,12/20/2017,1,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,38193
2707,68,693,2/14/2017,1,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,34996
5900,85,693,12/13/2017,1,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,34079
12658,94,693,11/19/2017,0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,42458
4031,23,694,12/23/2017,1,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34071
6654,85,694,5/7/2017,1,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,36334
6985,27,694,7/11/2017,0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,37668
11678,46,694,7/18/2017,1,Approved,Solex,Standard,low,medium,1289.85,74.51,38573
17372,4,694,4/10/2017,1,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,37698
560,7,695,1/10/2017,0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888
1252,13,695,3/4/2017,1,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618
1488,1,695,6/19/2017,1,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859
3249,25,695,8/13/2017,1,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009
10487,50,695,6/9/2017,1,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337
11359,80,695,12/14/2017,1,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047
12670,66,695,1/19/2017,1,Approved,Solex,Standard,medium,medium,1163.89,589.27,42560
12885,0,695,2/12/2017,1,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482
2820,34,696,9/18/2017,1,Approved,Norco Bicycles,Road,high,large,774.53,464.72,34527
4143,27,696,12/9/2017,0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,33888
7296,35,696,1/16/2017,0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,39526
9590,82,696,4/14/2017,1,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,41533
10269,19,696,3/20/2017,1,Approved,OHM Cycles,Road,high,large,12.01,7.21,36334
12586,6,696,3/20/2017,1,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,39298
3039,89,697,12/19/2017,1,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079
10860,73,697,2/20/2017,1,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499
14635,36,697,9/26/2017,1,Approved,Solex,Standard,low,medium,945.04,507.58,35052
15098,94,697,5/15/2017,1,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434
5953,58,698,5/17/2017,1,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,38339
12317,82,698,10/15/2017,0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,38193
16859,0,698,7/10/2017,1,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,42458
2884,1,699,11/5/2017,1,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41167
18474,43,699,6/29/2017,0,Approved,Solex,Standard,medium,medium,1151.96,649.49,34071
19744,91,699,3/22/2017,0,Approved,Solex,Standard,medium,medium,100.35,75.26,37626
811,19,700,7/10/2017,1,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880
4398,26,700,2/14/2017,0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115
6436,32,700,9/3/2017,0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337
12262,46,700,3/10/2017,1,Approved,Solex,Standard,low,medium,1289.85,74.51,39427
12477,61,700,4/27/2017,0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172
13610,15,700,6/5/2017,0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693
15226,78,700,9/15/2017,0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193
16579,99,700,5/30/2017,1,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556
151,31,701,11/11/2017,0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,37698
3661,9,701,4/16/2017,1,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,41701
8901,57,701,11/28/2017,0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,42172
9758,16,701,4/2/2017,0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34165
10499,29,701,11/25/2017,0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,36361
19711,28,701,2/17/2017,1,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,37698
13170,51,702,2/14/2017,1,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009
13177,53,702,10/29/2017,0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470
18072,17,702,2/20/2017,1,Approved,Solex,Standard,high,medium,1024.66,614.8,35378
10481,25,703,5/29/2017,0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42404
12935,5,703,12/17/2017,1,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784
13316,83,703,1/12/2017,0,Approved,Solex,Touring,medium,large,2083.94,675.03,41533
16358,10,703,12/29/2017,1,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701
18727,68,703,7/11/2017,1,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410
1657,70,704,10/11/2017,1,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42105
2258,33,704,7/31/2017,0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888
4135,28,704,4/28/2017,1,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455
5818,36,704,5/25/2017,1,Approved,Solex,Standard,low,medium,945.04,507.58,35052
7538,72,704,7/28/2017,1,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710
9266,39,704,2/24/2017,1,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336
11245,40,704,9/18/2017,0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750
11371,99,704,12/20/2017,0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556
15140,52,704,8/26/2017,0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37220
18146,34,704,3/28/2017,1,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698
5863,0,705,3/21/2017,1,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165
8002,22,705,8/1/2017,1,Approved,Solex,Standard,medium,medium,575.27,431.45,41345
11010,0,705,12/19/2017,0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064
18826,41,705,10/12/2017,0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693
9055,18,706,7/30/2017,1,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,36668
9496,79,706,11/30/2017,0,Approved,Solex,Touring,medium,large,2083.94,675.03,42404
10313,38,706,2/10/2017,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,35560
13668,38,706,9/7/2017,0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,34170
16012,38,706,6/16/2017,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38573
17533,0,706,9/13/2017,1,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,34170
3044,65,707,11/16/2017,1,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42710
6005,65,707,9/10/2017,0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,33879
6590,42,707,4/6/2017,1,Approved,OHM Cycles,Road,medium,small,1810,1610.9,38991
12069,91,707,10/18/2017,0,Approved,Solex,Standard,medium,medium,100.35,75.26,41434
14753,65,707,1/16/2017,1,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,38647
15180,31,707,7/1/2017,0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,40618
4541,87,708,7/8/2017,0,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,36367
8450,35,708,3/8/2017,0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,35052
9476,58,708,6/9/2017,0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42172
6990,89,709,8/1/2017,0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,37874
10260,1,709,5/15/2017,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41167
16080,61,709,6/14/2017,1,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172
17621,79,709,8/6/2017,0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,33429
17851,79,709,7/12/2017,0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,33429
3392,17,710,1/28/2017,0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,42458
4789,64,710,9/18/2017,1,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40410
8742,0,710,10/22/2017,0,Approved,OHM Cycles,Road,high,large,12.01,7.21,36334
10956,50,710,11/21/2017,0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337
13537,10,710,10/24/2017,0,Approved,Solex,Standard,medium,medium,1945.43,333.18,38193
18917,92,710,8/3/2017,1,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,34170
5349,2,711,1/2/2017,1,Approved,Solex,Standard,medium,medium,71.49,53.62,41245
6403,24,711,10/8/2017,0,Approved,Solex,Road,medium,large,1777.8,820.78,40670
8566,54,711,5/30/2017,1,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915
11485,32,711,8/15/2017,1,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337
1705,59,712,8/15/2017,1,Approved,Solex,Standard,medium,large,1061.56,733.58,34170
6856,59,712,3/27/2017,1,Approved,Solex,Standard,medium,large,1061.56,733.58,34170
7479,2,712,9/22/2017,1,Approved,Solex,Standard,medium,medium,71.49,53.62,41245
10836,89,712,9/22/2017,0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079
12456,83,712,9/18/2017,0,Approved,Solex,Touring,medium,large,2083.94,675.03,41533
15937,67,712,9/20/2017,1,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647
18665,42,712,10/30/2017,0,Approved,OHM Cycles,Road,medium,small,1810,1610.9,39526
19634,74,712,7/15/2017,0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,36668
1249,1,713,3/16/2017,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688
4733,35,713,4/19/2017,1,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,38750
16598,16,713,2/23/2017,0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34165
17834,45,713,4/7/2017,0,Approved,Solex,Standard,medium,medium,441.49,84.99,38991
4346,0,714,7/29/2017,1,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,37626
4484,93,714,7/27/2017,0,Cancelled,OHM Cycles,Standard,high,medium,1458.17,874.9,41848
7738,0,714,8/11/2017,1,Approved,Solex,Standard,medium,medium,100.35,75.26,34556
9414,79,714,3/24/2017,1,Approved,Solex,Touring,medium,large,2083.94,675.03,38206
12740,7,714,1/9/2017,0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,40618
15200,22,714,8/1/2017,1,Approved,Solex,Standard,medium,medium,575.27,431.45,35160
17825,0,714,8/10/2017,1,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,35455
18056,1,714,11/1/2017,0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,41533
19989,0,714,4/27/2017,1,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,37626
4305,76,715,7/25/2017,1,Approved,WeareA2B,Standard,low,medium,642.31,513.85,41922
10902,37,715,3/20/2017,1,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361
15756,71,715,3/6/2017,1,Approved,Solex,Standard,high,large,1842.92,1105.75,34996
4413,65,716,5/9/2017,1,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145
6871,77,716,9/3/2017,0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553
7751,62,716,12/18/2017,0,Approved,Solex,Standard,medium,medium,478.16,298.72,34143
8080,84,716,6/25/2017,1,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339
9612,68,716,11/21/2017,1,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410
10780,99,716,5/12/2017,1,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556
4467,87,717,6/24/2017,0,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,37874
4976,9,717,3/4/2017,0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,38216
8312,23,717,12/16/2017,0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34115
9159,35,717,8/18/2017,0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,40336
13766,70,717,9/25/2017,1,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,34996
14975,49,717,7/26/2017,1,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,37823
1082,72,718,9/12/2017,0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,38193
9646,60,718,9/3/2017,1,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,42145
9740,61,718,9/24/2017,0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,41047
10577,10,718,1/26/2017,0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,39298
11528,50,718,9/1/2017,0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,41009
12437,17,718,9/20/2017,1,Approved,Solex,Standard,high,medium,1024.66,614.8,42404
13234,15,718,11/26/2017,1,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,41345
19995,9,718,5/13/2017,1,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,38216
2108,92,719,7/15/2017,1,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37626
2839,11,719,4/14/2017,0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298
5275,53,719,12/3/2017,1,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470
10318,33,719,4/3/2017,0,Cancelled,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888
10671,77,719,12/19/2017,1,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553
13089,82,719,1/12/2017,1,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226
14124,47,719,6/29/2017,0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,38991
17640,57,719,11/26/2017,1,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259
413,60,720,9/9/2017,0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,41848
4806,24,720,9/27/2017,0,Approved,Solex,Road,medium,large,1777.8,820.78,41047
4819,33,720,3/30/2017,1,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,36498
7592,12,720,4/25/2017,1,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,34170
9946,7,720,9/18/2017,1,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,33429
10328,3,720,11/11/2017,0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,40779
10739,5,720,1/3/2017,1,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,38206
15381,53,720,12/10/2017,0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,38647
17912,64,720,5/15/2017,0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,36668
19627,53,720,10/6/2017,1,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,38647
4837,52,721,6/14/2017,0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,42295
7351,3,721,9/29/2017,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,37659
12983,12,721,12/26/2017,0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38693
14898,62,721,5/8/2017,1,Approved,Solex,Standard,medium,medium,478.16,298.72,34143
15701,3,721,10/25/2017,0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41701
16393,63,721,12/24/2017,0,Approved,Solex,Standard,medium,medium,1483.2,99.59,33879
19965,6,721,1/15/2017,0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37838
2008,38,722,1/1/2017,1,Approved,Solex,Standard,medium,medium,1577.53,826.51,37220
6806,77,722,10/4/2017,0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,36833
12101,67,722,7/7/2017,1,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,37659
13991,63,722,3/18/2017,0,Approved,Solex,Standard,medium,medium,1483.2,99.59,38216
18588,8,722,7/8/2017,1,Approved,Solex,Road,medium,small,1703.52,1516.13,34079
3154,80,723,1/10/2017,1,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,33429
3316,58,723,12/15/2017,1,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,34170
